@a /ei, ə/
accrual /ə'kru:əl/ 
@accrue /ə'kru:/
accruement /ə'kru:əl/ 
@accumulate /ə'kju:mjuleit/
@accumulation /ə,kju:mju'leiʃ/
@accumulative /ə'kju:mjulətiv/
@accumulator /ə'kju:mjuleitə/
accuracy /'ækjurəsi/ 
@accurate /'ækjurit/
accurateness /'ækjurəsi/ 
accursal /,ækju:'zeiʃn/ 
accursed /ə'kə:sid/ 
accurst /ə'kə:sid/ 
accusation /,ækju:'zeiʃn/ 
@accusative /ə'kju:zətiv/
accusatorial /ə,kju:zə'tɔ:riəl/ 
accusatory /ə,kju:zə'tɔ:riəl/ 
@accuse /ə'kju:z/
@accuser /ə'kju:ze/
@accustom /ə'kʌstəm/
@accustomed /ə'kʌstəmd/
@ace /eis/
@acephalous /ə'sefələs/
acerbate /eks'æsə:beit/ 
@acerbity /ə'sə:biti/
acerose /'æsirous/ 
acerous /'æsirous/ 
@acervate /ə'sə:veit/
@acescent /ə'sesənt/
@acetate /'æsitit/
@acetic /ə'si:tik/
@acetification /ə,setifi'keiʃn/
@acetify /ə'setifai/
@acetone /'æsitoun/
@acetous /'æsitəs/
@acetylene /ə'setili:n/
@ache /cik/
@achene /ə'ki:ni/
@achievable /ə'tʃi:vəbl/
@achieve /ə'tʃi:v/
@achievement /ə'tʃi:vmənt/
@achilles /ə'kili:z/
@aching /'eikiɳ/
@achlamydeous /,æklə'midiəs/
@achromatic /,ækrou'mætik/
@achromatism /ə'kroumətizm/
@achromatize /ə'kroumətaiz/
achromatous /ə'kroumətəs/ 
@achromous /ə'kroumətaiz/
@acicular /ə'sikjulə/
@acid /'æsid/
acid-proof /'æsid'pru:f/ 
acid-resisting /'æsid'pru:f/ 
@acidic /'æsidik/
@acidification /'æsidifi'keiʃn/
@acidifier /ə'sidifaiə/
@acidify /ə'sidifai/
@acidimeter /,æsi'dimitə/
@acidity /ə'siditi/
@acidly /'æsidli/
@acidose /'æsidous/
@acidulate /ə'sidjuleit/
@acidulated /ə'sidjuletid/
@acidulous /ə'sidjuləs/
@aciform /'æsifɔ:m/
@ack emma /æk'emə/
@ack-ack /'æk'æk/
@acknowledge /ək'nɔlidʤ/
acknowledgement /ək'nɔlidʤmənt/ 
acknowledgment /ək'nɔlidʤmənt/ 
@aclinic /ə'klinik/
@acme /'ækmi/
@acock /ə'kɔk/
@acolyte /'ækəlait/
@aconite /'ækənait/
@acorn /'eikɔ:n/
@acotyledon /æ,kɔti'li:dən/
@acotyledonous /æ,kɔti'li:dənəs/
@acoumeter /ə'ku:mitə/
@acoustic /ə'ku:mitə/
@acoustician /,æku:s'tiʃn/
@acoustics /ə'ku:stiks/
@acquaint /ə'kweint/
@acquaintance /ə'kweintəns/
@acquaintanceship /ə'kweintənʃip/
@acquainted /ə'kweintid/
@acquest /æ'kwest/
@acquiesce /,ækwi'es/
@acquiescence /,ækwi'esns/
@acquiescent /,ækwwi'esnt/
@acquire /ə'kwaiə/
@acquirement /ə'kwaiəmənt/
@acquisition /,ækwi'ziʃn/
@acquisitive /ə'kwizitiv/
@acquisitiveness /ə'kwizitivnis/
@acquit /ə'kwit/
@acquittal /ə'kwitl/
@acquittancce /ə'kwitəns/
@acre /acre/
@acreage /'eikəridʤ/
@acrid /'ækrid/
@acridity /æ'kriditi/
@acrimonious /,ækri'mounjəs/
@acrimony /'ækriməni/
@acrobat /'ækrəbæt/
@acrobatically /,ækrə'bætikəli/
@acrobatics /,ækrə'bætiks/
@acrobatism /'ækrəbætizm/
@acrocarpous /,ækrou'kɑ:pəs/
@acrogenous /ə'krɔdʤinəs/
@acromegaly /,ækrə'megəli/
acronycal /ə'krɔnikəl/ 
acronychal /ə'krɔnikəl/ 
@acronym /'ækrənim/
@acropetal /ə'krɔpitəl/
@acrophobia /,ækrə'foubjə/
@acropolis /ə'krɔpəlis/
@acrospore /'ækrəspɔ:/
@across /ə'krɔs/
@acrostic /ə'krɔstik/
@act /ækt/
@acting /'æktiɳ/
@actinia /æk'tiniə/
@actiniae /æk'tiniə/
@actinic /æk'tinik/
@actinism /'æktinizm/
@actinium /æk'tiniəm/
@actinometer /,ækti'nɔmitə/
actinomorphic /,æktinə'mɔ:fəs/ 
actinomorphous /,æktinə'mɔ:fəs/ 
@action /'ækʃn/
@actionable /'ækʃnəbl/
@activate /'æktiveit/
@activated /'æktiveitid/
@activation /,ækti'veiʃn/
@active /'æktiv/
@actively /'æktivli/
@activity /æk'tiviti/
@actor /'æktə/
@actress /'æktris/
@actual /'æktjuəl/
actualise /'æktjuəlaiz/ 
@actuality /,æktju'æliti/
@actualization /,æktjuəlai'zeiʃn/
actualize /'æktjuəlaiz/ 
@actually /'æktjuəli/
@actuary /'æktjuəri/
@actuate /'æktjueit/
@actuation /,æktju'eiʃn/
@acuity /ə'kju:iti/
@aculeate /ə'kju:liit/
@acumen /ə'kju:men/
@acuminate /ə'kju:minit/
@acupuncture /'ækjupʌɳktʃə/
@acute /'əkju:t/
@acuteness /ə'kju:tnis/
@ad /æd/
@ad hoc /'æd'hɔk/
@ad infinitum /'æd,infi'naitəm/
@ad interim /'æd'infi'naitəm/
@ad valorem /'ædvə'lɔ:rem/
@ad-lib /æd'lib/
@adage /'ædidʤ/
@adagio /ə'dɑ:dʤiou/
@adam /'ædəm/
@adamant /'ædəmənt/
@adamantine /,ædə'mæntain/
@adapt /ə'dæpt/
adaptability /ə,dæptə'biliti/ 
@adaptable /ə'dæptəbl/
adaptableness /ə,dæptə'biliti/ 
@adaptation /,ædæ /'teiʃn/
@adapter /ə'dæptə/
@add /æd/
@addax /'ædæks/
@addenda /ə'dendəm/
@addendum /ə'dendəm/
@adder /'ædə/
adder's tongue /'ædəspit/ 
adder-spit /'ædəspit/ 
@addict /'ædikt/
@addiction /ə'dikʃn/
@adding-machine /'ædiɳmə,ʃi:n/
@addison's disease /'ædisnzdi',zi:z/
@addition /ə'diʃn/
@additional /ə'diʃənl/
@additive /'æditiv/
@addle /'ædl/
@addle-brained /'ædl'breind/
addle-head /'ædlhed/ 
addle-pate /'ædlhed/ 
@address /ə'dres/
@addressee /,ædre'si:/
@adduce /ə'dju:s/
adduceable /ə'dju:sibl/ 
@adducent /ə'dju:snt/
adducible /ə'dju:sibl/ 
@adduct /ə'dʌkt/
@adduction /ə'dʌkʃn/
@addutor /ə'kʌktə/
@adenite /'ædinait/
@adenoids /'ædinɔidz/
@adept /'ædept/
adequacy /'ædikwəsi/ 
@adequate /'ædikwit/
adequateness /'ædikwəsi/ 
@adequation /,ædi'kweiʃn/
@adespota /ə'despətə/
@adhere /əd'hiə/
@adherence /əd'hiərəns/
@adherent /əd'hiərənt/
@adherer /əd'hiərənt/
@adhesion /əd'hi:ʤn/
@adhesive /əd'hi:siv/
@adhesiveness /əd'hi:sivnis/
@adhibit /əd'hibit/
@adiabatic /,ædiə'bætik/
@adiantum /,ædi'æntəm/
@adieu /ə'dju:/
@adipocere /,ædipou'siə/
@adipose /'ædipous/
@adiposis /'ædipousis/
@adiposity /,ædi'pɔsiti/
@adit /'ædit/
adjacence /ə'dʤeisəns/ 
adjacency /ə'dʤeisəns/ 
@adjacent /ə'dʤeizənt/
@adjectival /,ædʤek'taivəl/
@adjective /'ædʤiktiv/
@adjoin /ə'dʤɔin/
@adjoining /ə'dʤɔiniɳ/
@adjourn /ə'dʤə:n/
@adjournment /ə'dʤə:nmənt/
@adjudge /ə'dʤʌdʤ/
adjudgement /ə'dʤʌdʤmənt/ 
adjudgment /ə'dʤʌdʤmənt/ 
@adjudicate /ə'dʤu:di'keit/
@adjudication /ə,dʤu:di'keiʃn/
@adjudicator /ə'dʤu:dikeitə/
@adjunct /'ædʤʌɳkt/
@adjunct professor /'ædʤʌɳktprə'fesə/
@adjunction /ə'dʤʌɳkʃn/
@adjunctive /ə'dʤʌɳktiv/
@adjuration /,ædʤuə'reiʃn/
@adjure /ə'dʤuə/
@adjust /ə'dʤʌst/
@adjustable /ə'dʤʌstəbl/
@adjuster /ə'dʤʌstə/
@adjustment /ə'dʤʌstmənt/
adjutage /'ædʤutidʤ/ 
@adjutancy /'ædʤutənsi/
@adjutant /'ædʤutənt/
@adjuvant /'ædʤuvənt/
@adman /'ædmən/
@admass /'ædməs/
@admeasure /æd'meʤə/
@admeasurement /æd'meʤəmənt/
@administer /əd'ministə/
@administrate /əd'ministreit/
@administration /əd,minis'treiʃn/
